"practice_code","practice_name","postcode","latitude","longitude","lad_code","number_of_patients","admin_non_clinical","direct_patient_care","gp","nurses","total_appointments","estimated_wait_time"
"B81043","South Axholme Practice","DN9 1EP","53.526186","-0.822225","E06000013",14957,"42","36","28","8","6841","7.26"
"B81007","Winterton Medical Practice","DN15 9TA","53.652511","-0.606876","E06000013",9817,"66","30","24","8","6703","9.85"
"B81090","The Oswald Road Medical Surgery","DN15 7PG","53.588137","-0.6534","E06000013",4694,"10","2","4","8","2546","7.62"
"B81064","Church Lane Medical Centre","DN15 7AN","53.585459","-0.661774","E06000013",10575,"32","6","12","10","4887","8.72"
"B81617","The Birches Medical Practice","DN15 6HX","53.592443","-0.651828","E06000013",9744,"38","8","6","6","5813","7.01"
"B81026","Ancora Medical Practice","DN16 2AB","53.570914","-0.655287","E06000013",20357,"74","14","30","10","9883","7.32"
"B81628","Barnetby Medical Centre","DN38 6HZ","53.57413","-0.403585","E06000013",2827,"12","8","4","2","1252","4.37"
"Y02787","The Oak Tree Medical Practice","DN15 6HX","53.592443","-0.651828","E06000013",7198,"16","0","6","8","2540","5.04"
"B81045","Ashby Turn Primary Care Partners","DN16 2UT","53.565988","-0.654178","E06000013",12425,"50","10","22","16","7217","7.93"
"B81022","Cambridge Avenue & Messingham Mc","DN16 3LG","53.558363","-0.65185","E06000013",12714,"68","4","22","18","7863","7.19"
"B81648",NULL,"DN40 3EL","53.629908","-0.260335","E06000013",1627,"0","0","0","0","918","7.92"
"B81118","West Common Lane Teaching Practice","DN17 1YH","53.574731","-0.682441","E06000013",7755,"40","6","20","10","3355","7.29"
"B81065","Trent View Medical Practice","DN17 3DR","53.587765","-0.74094","E06000013",1,"50","6","4","2","1116","5.94"
"B81113","Cedar Medical Practice","DN16 2AB","53.570914","-0.655287","E06000013",10105,"38","4","18","10","8512","3.37"
"B81005","The Central Surgery Barton","DN18 5ER","53.684236","-0.439445","E06000013",16937,"62","28","20","20","12350","5.21"
"B81647","West Town Surgery","DN18 5PU","53.685751","-0.443862","E06000013",3084,"14","4","2","2","1405","7.38"
"B81109","Riverside Surgery","DN20 8AS","53.553584","-0.491823","E06000013",22943,"98","20","26","22","7059","8.12"
"B82047","Unity Health","YO10 5LA","53.950316","-1.029922","E06000014",18419,"40","8","16","12","4069","6.28"
"B82005","Priory Medical Group","YO24 3WX","53.949333","-1.129246","E06000014",58376,"254","102","118","42","25498","6.15"
"B82100","Front Street Surgery","YO24 3BZ","53.954403","-1.126923","E06000014",8548,"30","4","22","6","3894","8.92"
"B82071","The Old School Medical Practice","YO23 3UA","53.916163","-1.142404","E06000014",7450,"26","2","16","4","2346","12.67"
"B82098","Jorvik Gillygate Practice","YO1 7NP","53.959151","-1.077864","E06000014",26712,"82","22","52","8","8484","6.04"
"B82081","Elvington Medical Practice","YO41 4DY","53.924997","-0.94883","E06000014",7226,"36","14","20","6","4428","4.60"
"B82080","My Health Group","YO32 5UA","54.038966","-1.034657","E06000014",18830,"74","20","36","20","9786","6.94"
"B82026","Haxby Group Practice","YO32 2LL","54.019338","-1.081921","E06000014",32176,"138","44","88","22","11638","7.05"
"B82083","York Medical Group","YO24 4HD","53.955921","-1.119408","E06000014",44801,"176","34","90","48","27409","3.79"
"B82021","Dalton Terrace Surgery","YO24 4DB","53.952258","-1.096902","E06000014",9903,"46","2","24","4","4223","9.58"
"C81072","Lister House Surgery","DE23 8RJ","52.90097","-1.477949","E06000015",29984,"188","32","44","42","19783","5.99"
"Y05286","Lister House Chellaston","DE73 6SW","52.872983","-1.430523","E06000015",17278,"10","2","0","2","6796","7.29"
"C81014","Derwent Valley Medical Practice","DE21 6AT","52.926696","-1.457651","E06000015",11827,"50","6","24","8","5691","12.76"
"C81068","Chapel Street Medical Centre","DE21 7RJ","52.921075","-1.404292","E06000015",12355,"50","2","18","14","6700","5.74"
"C81653","Brook Medical Centre","DE22 1FT","52.932323","-1.49217","E06000015",4539,"16","0","6","4","1538","6.93"
"C81040","Park Lane Surgery","DE22 2DS","52.955553","-1.479808","E06000015",8248,"26","4","10","6","3923","11.18"
"C81064","Park Farm Medical Centre","DE22 2QN","52.944098","-1.495943","E06000015",12726,"34","4","24","14","5054","7.10"
"C81042","Mickleover Medical Centre","DE3 0HA","52.907111","-1.54633","E06000015",13091,"36","2","14","8","5105","6.63"
"C81036","Friar Gate Surgery","DE1 1DZ","52.924781","-1.485874","E06000015",5058,"24","2","6","6","2105","1.53"
"C81007","Vernon Street Medical Ctr","DE1 1FW","52.924019","-1.49039","E06000015",11767,"52","4","20","12","3880","7.91"
"C81073","Macklin Street Surgery","DE1 1JX","52.92115","-1.481767","E06000015",12749,"50","8","26","10","4056","7.16"
"C81054","Hollybrook Medical Centre","DE23 3TX","52.891826","-1.531641","E06000015",35322,"124","4","70","10","12997","6.05"
"C81118","Derby Family Medical Centre","DE23 6QQ","52.90635","-1.481022","E06000015",8378,"32","2","14","6","4787","5.45"
"Y05733","Parkfields Surgery","DE24 8QJ","52.898298","-1.432388","E06000015",6593,"8","0","6","2","1989","5.94"
"C81047","Alvaston Medical Centre","DE24 0GE","52.893808","-1.429622","E06000015",12184,"44","4","40","8","5862","6.41"
"C81051","The Park Medical Practice","DE21 6LA","52.928801","-1.432644","E06000015",27158,"94","6","42","24","11770","7.00"
"C81113","Mickleover Surgery","DE3 9BJ","52.907481","-1.53732","E06000015",6516,"18","0","16","4","3038","6.01"
"C81035","Village Surgery","DE23 8AL","52.896347","-1.485797","E06000015",12272,"28","6","18","6","4478","10.42"
"C81071","Osmaston Surgery","DE23 8JX","52.911084","-1.467954","E06000015",12756,"46","2","14","10","3442","2.20"
"C81616","Peartree Medical Centre","DE23 8NQ","52.905166","-1.475341","E06000015",5398,"18","4","6","4","2868","7.96"
"C81006","Horizon Healthcare","DE1 1TH","52.917065","-1.478886","E06000015",26377,"84","10","30","6","8805","4.42"
"C81652","Derwent Medical Centre","DE1 3AZ","52.929325","-1.480751","E06000015",4989,"14","0","4","4","1497","9.95"
"C81009","Wilson Street Surgery","DE1 1PG","52.919174","-1.48014","E06000015",21506,"70","4","24","10","5205","5.27"
"C82610","The Parks Medical Centre (B Hainsworth)","LE3 9PW","52.646665","-1.177125","E06000016",6669,"14","4","10","2","2194","2.98"
"C82018","Manor Park Medical Practice","LE4 0JF","52.656267","-1.143067","E06000016",14067,"40","12","14","12","7637","5.26"
"C82094","Beaumont Lodge Medical Practice","LE4 0QR","52.658279","-1.160488","E06000016",6809,"24","4","12","6","4783","5.44"
"C82614","Spirit Primary Care Limited-Asquith","LE2 6FQ","52.601489","-1.117116","E06000016",4559,"24","2","4","4","3900","4.98"
"C82624","Spirit Primary Care Ltd-Beaumont Leys","LE4 0UZ","52.662296","-1.15392","E06000016",8453,"18","6","12","2","6378","4.15"
"C82671","Brandon Surgery Dr R Kapur & Partner","LE4 6AW","52.648059","-1.122113","E06000016",8129,"14","10","12","2","2990","5.69"
"C82033","Humberstone Medical Centre (Ip Jones)","LE5 0PR","52.645126","-1.089641","E06000016",11680,"30","8","20","2","5410","8.79"
"C82107","Cossington Park Surgery","LE4 6AW","52.648059","-1.122113","E06000016",7908,"16","2","6","4","3985","9.15"
"C82124","Victoria Park Health Centre","LE2 1XD","52.619117","-1.11925","E06000016",24917,"44","4","46","4","13106","7.96"
"C82099","Al-Waqas Medical Centre","LE2 1DJ","52.62905","-1.108339","E06000016",4639,"16","14","6","2","2452","3.77"
"C82080","Shefa Medical Practice","LE2 0TA","52.631081","-1.119069","E06000016",4744,"14","4","6","2","2723","3.25"
"C82659","Dr R Kapur & Partners","LE2 0TA","52.631081","-1.119069","E06000016",2952,"8","6","10","4","1425","4.06"
"C82660","St Peter'S Med Centre (Mansingh & Mehra)","LE2 0TA","52.631081","-1.119069","E06000016",7191,"20","2","6","4","5509","2.75"
"C82116","Highfields Surgery (R Wadhwa)","LE2 0NN","52.629415","-1.1186","E06000016",5149,"14","4","6","0","2687","5.55"
"C82643","Community Health Centre (Zs Osama)","LE2 0GU","52.632387","-1.113421","E06000016",14255,"14","2","14","2","6867","5.35"
"Y05412",NULL,"LE1 2BG","52.63753","-1.12559","E06000016",5,"0","0","0","0","0",NULL
"C82680","Spirit Primary Care Ltd-Rushey Mead","LE4 7ZX","52.663187","-1.103823","E06000016",4917,"14","4","2","0","4465","5.18"
"C82084","Dr B Modi","LE4 6NL","52.651579","-1.113181","E06000016",3728,"10","6","4","4","1854","5.28"
"Y02686","Bowling Green Street Surgery","LE1 6AS","52.633073","-1.133185","E06000016",8906,"10","0","2","0","3487","4.81"
"C82670",NULL,"LE1 4SX","52.637338","-1.136115","E06000016",899,"0","0","0","0","914","5.85"
"Y00344","Leicester City Assist Practice","LE1 4SX","52.637338","-1.136115","E06000016",1705,"2","2","8","2","956","7.51"
"C82030","Downing Drive Surgery","LE5 6LP","52.625294","-1.063173","E06000016",6926,"28","8","16","2","4060","6.78"
"C82088","Horizon Healthcare","LE5 5UB","52.622375","-1.101812","E06000016",10268,"24","6","18","4","10201","3.34"
"C82037","East Park Medical Centre (Rp Pandya)","LE5 5FD","52.633605","-1.104419","E06000016",10496,"16","2","12","2","5075","6.32"
"C82060","The Practice-Sayeed","LE5 5AY","52.630817","-1.106589","E06000016",4171,"12","0","6","2","1497","7.18"
"Y00137","Willows Health","LE5 4LJ","52.636205","-1.089264","E06000016",32841,"66","10","10","8","14538","8.29"
"C82063","East Leicester Med Pract(S Longworth)","LE5 4BP","52.64202","-1.094937","E06000016",12482,"35","16","32","6","4386","9.28"
"C82642","Highfields Medical Centre","LE5 3GH","52.641154","-1.108788","E06000016",9754,"18","4","10","4","5148","6.98"
"C82100","The Hedges Medical Centre (Sa Bailey)","LE2 9BU","52.591287","-1.146741","E06000016",6104,"26","4","18","4","3456","4.34"
"C82651","Broadhurst St Med Pract (Ks Morjaria)","LE4 6NF","52.653472","-1.118671","E06000016",3811,"8","0","6","0","1560","3.24"
"C82019","Sturdee Road Health And Wellbeing Centre","LE2 9DB","52.590454","-1.143413","E06000016",5922,"0","0","4","4","3024","5.01"
"Y02469","Heron Gp Practice","LE5 3GH","52.641154","-1.108788","E06000016",9892,"20","6","14","6","4198","6.02"
"C82620","Dr S Shafi","LE3 0AA","52.628168","-1.148529","E06000016",2359,"4","0","4","0","711","1.83"
"C82676","St Elizabeth'S Medical Centre (Ja Wood)","LE5 1DR","52.648257","-1.061189","E06000016",7271,"14","4","6","2","3020","8.90"
"C82031","Johnson Medical Practice","LE5 1BL","52.652414","-1.067345","E06000016",14988,"26","8","26","4","9672","4.95"
"C82092","Aylestone Health Centre","LE2 8SF","52.605694","-1.152464","E06000016",4707,"16","2","2","2","2509","5.29"
"C82669","The Surgery @ Aylestone","LE2 8PR","52.602618","-1.154819","E06000016",4100,"12","6","6","2","1974","7.67"
"C82662","Walnut St Med Ctr","LE2 7LE","52.624645","-1.138787","E06000016",8572,"20","10","10","2","3541","5.10"
"C82639","Westend Medical Practice","LE3 0LP","52.631332","-1.153587","E06000016",10567,"34","2","6","10","5204","9.18"
"C82119","Narborough Road Surgery","LE3 0PE","52.624383","-1.153521","E06000016",3320,"12","6","8","4","1496","3.72"
"C82114","Dr U K Roy","LE3 0QD","52.630574","-1.153143","E06000016",2511,"12","4","10","4","1416","6.85"
"C82653","Westcotes Gp Surgery (Two)","LE3 0QR","52.628609","-1.15115","E06000016",1982,"8","0","4","2","713","4.66"
"C82059","Westcotes Gp Surgery (One)","LE3 0QR","52.628609","-1.15115","E06000016",1910,"8","2","4","0","922","3.73"
"C82073","Merridale Medical Centre (Rp Tew)","LE3 1BL","52.619845","-1.160182","E06000016",14686,"46","12","16","2","7135","6.01"
"C82053","Hockley Farm Med Pract (A Nana)","LE3 1HN","52.630898","-1.183899","E06000016",11020,"30","6","22","10","5815","7.76"
"C82020","De Montfort Surgery","LE2 7HX","52.6286","-1.141192","E06000016",20619,"24","4","14","2","4427","7.86"
"C82046","Saffron Group Practice","LE2 6UL","52.60128","-1.141224","E06000016",17416,"68","28","28","10","8433","8.98"
"C82086","Fosse Medical Centre (Dr H Mukadam)","LE3 5RR","52.636707","-1.152153","E06000016",10590,"24","4","20","2","3428","11.58"
"C82008","Oakmeadow Surgery (Gj Ingrams)","LE3 8NF","52.639984","-1.196705","E06000016",8496,"26","6","8","2","5596","4.17"
"C82005","Groby Road Medical Centre (Id Patchett)","LE3 9ED","52.644337","-1.150491","E06000016",11094,"35","16","28","10","5611","7.92"
"C82024","Spinney Hill Medical Centre","LE5 3HX","52.637381","-1.109212","E06000016",20258,"62","4","34","4","10935","5.89"
"C82667","The Charnwood Practice","LE5 3GH","52.641154","-1.108788","E06000016",8094,"28","0","6","6","4895","3.78"
"C82044","Empingham Medical Centre","LE15 8PR","52.667718","-0.593784","E06000017",9407,"30","16","10","14","4011","9.37"
"C82077","The Uppingham Surgery","LE15 9EG","52.594891","-0.723545","E06000017",12832,"56","34","14","14","10375","5.42"
"C82010","Oakham Medical Practice","LE15 6NT","52.670802","-0.737539","E06000017",15035,"54","18","26","14","9421","8.17"
"C82649","Market Overton & Somerby Surgeries","LE15 7PP","52.739345","-0.684769","E06000017",5685,"14","12","6","4","3791","8.30"
"C84136","St. Luke'S Surgery","NG7 3GW","52.956339","-1.167635","E06000018",5057,"18","0","8","2","1447","2.50"
"C84085","Victoria And Mapperley Practice","NG1 3LW","52.957269","-1.146342","E06000018",10507,"32","4","24","8","3617","9.41"
"Y02847","Parliament Street Medical Centre","NG1 6LD","52.954624","-1.152649","E06000018",10121,"24","6","14","8","3669","7.40"
"C84060","Rivergreen Medical Centre","NG11 8AD","52.906109","-1.175597","E06000018",8695,"20","4","14","4","4285","4.36"
"C84081","John Ryle Medical Practice","NG11 8EW","52.903864","-1.176253","E06000018",6914,"22","4","8","4","2826","6.17"
"C84046","Clifton Medical Practice","NG11 8EW","52.903864","-1.176253","E06000018",9017,"32","6","22","8","5106","7.22"
"C84714","Sunrise Medical Practice","NG11 8NS","52.911636","-1.18315","E06000018",6586,"18","2","10","6","1231","3.92"
"C84144","Meadows Health Centre (Larner)","NG2 2JG","52.943574","-1.147343","E06000018",5152,"14","2","4","2","1728","5.96"
"C84092","Bridgeway Practice","NG2 2JG","52.943574","-1.147343","E06000018",5386,"20","4","12","2","2042","3.55"
"C84720","Notspar","NG2 3AJ","52.947741","-1.1465","E06000018",35,"0","0","0","0","0",NULL
"C84683","The Windmill Practice","NG2 4PJ","52.951951","-1.13475","E06000018",11412,"40","4","20","8","4278","8.10"
"C84018","Family Medical Centre (Sood)","NG3 2FW","52.957865","-1.128529","E06000018",12515,"41","8","28","10","6407","8.10"
"C84072","The Wellspring Surgery","NG3 3GG","52.962324","-1.136804","E06000018",10841,"32","4","22","6","5583","3.80"
"C84063","Greendale Primary Care Centre","NG3 7DQ","52.956552","-1.118567","E06000018",8588,"30","4","32","8","4338","7.14"
"C84693","Bakersfield Medical Centre","NG3 7EJ","52.960243","-1.10454","E06000018",5240,"6","4","4","2","2073","5.36"
"C84078","Hucknall Road Medical Centre","NG5 1NA","52.989991","-1.168102","E06000018",13256,"30","6","34","8","6194","10.67"
"C84682","Sherrington Park Medical Practice","NG5 2EJ","52.97468","-1.150216","E06000018",4940,"18","4","6","2","2111","7.25"
"C84664","Welbeck Surgery","NG5 2JJ","52.979752","-1.147657","E06000018",5461,"16","2","6","2","2142","8.64"
"C84619","Tudor House Medical Practice","NG5 3HU","52.990437","-1.14974","E06000018",6933,"18","2","6","6","3996","5.12"
"C84011","Elmswood Surgery","NG5 4AD","52.983751","-1.141593","E06000018",9249,"34","2","14","4","3165","9.36"
"C84129","Rise Park Surgery","NG5 5EB","53.011477","-1.174951","E06000018",9719,"42","6","18","6","5779","7.99"
"Y05622","Southglade Medical Practice","NG5 5GU","52.99873","-1.17363","E06000018",5287,"14","2","10","0","1738","4.54"
"C84695","The Alice Medical Centre","NG5 5HW","52.994893","-1.162245","E06000018",4465,"18","6","6","2","1655","11.87"
"C84034","Churchfields Medical Practice","NG6 0HD","52.978865","-1.180398","E06000018",8816,"31","8","18","4","3351","10.32"
"C84004","St Albans Medical Centre","NG6 8AQ","53.007115","-1.193037","E06000018",9704,"18","4","8","4","3562","6.22"
"C84064","Parkside Medical Centre","NG6 8QJ","52.998051","-1.196589","E06000018",10472,"26","4","12","10","4772","6.39"
"C84043","Leen View Surgery","NG6 8QJ","52.998051","-1.196589","E06000018",12843,"34","12","20","12","6683","4.31"
"C84039","Derby Road Health Centre","NG7 2DW","52.950705","-1.177031","E06000018",12782,"30","2","20","12","5147","6.37"
"C84023","The Univ Of Nottingham Health Serv","NG7 2QW","52.942177","-1.195942","E06000018",40670,"64","24","46","34","7395","8.73"
"C84117","Radford Medical Practice (Kaur)","NG7 3GW","52.956339","-1.167635","E06000018",20632,"40","4","12","10","4786","5.98"
"C84691","Highgreen Practice (Khan)","NG7 5HY","52.964495","-1.171945","E06000018",9351,"18","2","16","0","2685","1.27"
"C84105","Fairfields Practice","NG7 5HY","52.964495","-1.171945","E06000018",7647,"28","4","24","6","3733","4.50"
"C84676","Greenfields Medical Centre (Yvs Rao)","NG7 6ER","52.966506","-1.168583","E06000018",8427,"24","2","6","8","3680","2.80"
"C84628","Sherwood Rise Medical Centre","NG7 7AD","52.97426","-1.162019","E06000018",7857,"18","2","6","2","2496","7.13"
"C84151","The Medical Centre (Irfan)","NG7 7DS","52.977238","-1.172279","E06000018",3658,"12","0","4","2","1550","5.42"
"C84122","Wollaton Park Medical Centre","NG8 1FG","52.953471","-1.195033","E06000018",10748,"36","12","26","4","4864","7.57"
"C84044","Deer Park Family Medical Practice","NG8 2GR","52.949242","-1.230829","E06000018",10611,"20","2","18","6","3557","7.81"
"C84704","Jrb Healthcare Beechdale Surgery","NG8 3LF","52.961486","-1.198112","E06000018",7857,"12","2","4","0","2756","3.47"
"Y03124","Grange Farm Medical Centre","NG8 4HQ","52.960227","-1.235252","E06000018",5713,"18","4","10","8","2889","7.61"
"Y06356","Bilborough Medical Centre","NG8 4PN","52.963966","-1.231062","E06000018",9558,"22","8","10","8","4791","7.47"
"C84116","Melbourne Park Medical Centre","NG8 5HL","52.975767","-1.192728","E06000018",8490,"32","4","16","4","2700","6.86"
"C84091","Aspley Medical Centre","NG8 5RU","52.971943","-1.204191","E06000018",8921,"32","2","16","8","3472","7.10"
